27900560,0.15,0.10,0.97,-1.48,0.67,0.88,28.06
27920560,0.15,0.10,0.95,-1.38,0.75,0.96,27.97
27940560,0.15,0.10,0.95,-1.47,0.76,0.89,28.11
27960564,0.15,0.10,0.96,-1.40,0.61,0.92,27.97
27980560,0.15,0.10,0.96,-1.48,0.71,0.88,27.97
28000560,0.15,0.10,0.96,-1.49,0.64,0.84,28.01
28020560,0.15,0.10,0.96,-1.39,0.65,0.90,28.01
28040560,0.15,0.10,0.96,-1.41,0.72,0.93,28.06
28060560,0.15,0.10,0.96,-1.37,0.75,0.90,27.92
28080560,0.14,0.10,0.96,-1.51,0.77,0.93,28.01
28100560,0.16,0.10,0.96,-1.44,0.66,0.99,27.97
28120560,0.15,0.10,0.96,-1.43,0.63,0.89,27.97
28140560,0.15,0.11,0.96,-1.46,0.68,0.88,28.01
28160560,0.15,0.10,0.96,-1.48,0.69,0.87,28.01
28180560,0.15,0.10,0.96,-1.48,0.64,0.92,27.97
28200560,0.16,0.10,0.96,-1.54,0.70,0.99,28.11
28220560,0.15,0.10,0.96,-1.48,0.73,0.88,28.01
28240560,0.15,0.10,0.96,-1.43,0.78,0.90,27.92
28260560,0.15,0.10,0.95,-1.38,0.62,1.00,27.87
28280560,0.15,0.10,0.95,-1.45,0.76,0.95,28.01
28300560,0.15,0.10,0.96,-1.46,0.72,0.90,28.01
28320560,0.15,0.10,0.96,-1.41,0.73,0.91,28.06
28340560,0.15,0.10,0.95,-1.42,0.64,0.95,28.06
28360560,0.15,0.10,0.96,-1.42,0.68,0.92,28.01
28380560,0.15,0.10,0.94,-1.36,0.66,0.92,28.06
28400560,0.15,0.11,0.96,-1.49,0.73,0.90,28.06
28420560,0.15,0.10,0.96,-1.48,0.73,0.95,28.01
28440560,0.15,0.10,0.97,-1.50,0.68,0.89,27.97
28460560,0.15,0.10,0.96,-1.47,0.75,0.86,27.97
28480560,0.15,0.10,0.96,-1.37,0.70,0.90,28.01
28500560,0.15,0.11,0.97,-1.45,0.70,0.92,28.01
28520560,0.15,0.10,0.97,-1.48,0.76,0.89,28.06
28540560,0.15,0.10,0.96,-1.40,0.68,0.80,28.01
28560560,0.15,0.10,0.96,-1.46,0.72,0.90,28.01
28580560,0.15,0.10,0.96,-1.44,0.68,0.97,28.06
28600560,0.15,0.10,0.96,-1.43,0.66,0.90,28.06
28620560,0.15,0.10,0.96,-1.42,0.73,0.90,27.92
28640560,0.15,0.11,0.96,-1.40,0.74,0.88,27.97
28660560,0.16,0.11,0.96,-1.40,0.77,0.90,28.06
28680560,0.16,0.10,0.96,-1.44,0.72,0.88,28.01
28700560,0.15,0.11,0.97,-1.42,0.66,0.83,27.97
28720560,0.15,0.11,0.95,-1.43,0.71,0.92,27.97
28740560,0.15,0.11,0.95,-1.53,0.72,0.87,28.01
28760560,0.14,0.10,0.96,-1.43,0.64,0.90,28.01
28780560,0.15,0.10,0.96,-1.46,0.70,0.88,28.11
28800560,0.15,0.10,0.97,-1.48,0.71,0.95,27.97
28820560,0.15,0.10,0.96,-1.42,0.63,0.95,28.01
28840560,0.15,0.10,0.96,-1.42,0.71,0.87,28.01
28860560,0.15,0.10,0.96,-1.42,0.68,0.90,28.01
28880560,0.15,0.10,0.95,-1.42,0.69,0.94,27.97
28900560,0.15,0.10,0.97,-1.37,0.72,0.92,28.01
28920560,0.15,0.11,0.97,-1.50,0.67,0.91,27.92
28940560,0.15,0.10,0.95,-1.46,0.69,0.94,27.97
28960560,0.15,0.09,0.96,-1.51,0.68,0.96,28.06
28980560,0.15,0.10,0.95,-1.40,0.68,0.83,28.01
29000560,0.15,0.10,0.96,-1.33,0.70,0.83,28.06
29020560,0.15,0.11,0.95,-1.37,0.73,0.90,27.97
29040560,0.14,0.10,0.96,-1.52,0.74,0.92,28.01
29060560,0.15,0.10,0.95,-1.39,0.68,0.88,28.06
29080560,0.15,0.10,0.95,-1.55,0.69,0.89,27.97
29100560,0.15,0.11,0.96,-1.43,0.62,0.79,27.97
29120560,0.15,0.11,0.96,-1.42,0.74,0.84,27.92
29140560,0.15,0.10,0.97,-1.42,0.68,0.96,27.97
29160560,0.16,0.10,0.96,-1.47,0.72,0.92,28.06
29180560,0.15,0.10,0.96,-1.47,0.69,0.94,28.01
29200560,0.15,0.10,0.97,-1.47,0.65,1.01,28.01
29220560,0.15,0.10,0.96,-1.48,0.73,0.90,27.92
29240560,0.15,0.10,0.95,-1.44,0.54,0.84,27.97
29260560,0.15,0.10,0.96,-1.47,0.66,0.88,28.01
29280560,0.15,0.10,0.96,-1.40,0.64,0.92,28.01
29300560,0.15,0.10,0.96,-1.46,0.64,0.86,27.97
29320560,0.15,0.10,0.96,-1.50,0.71,0.96,28.01
29340560,0.15,0.10,0.96,-1.44,0.67,0.95,28.01
29360560,0.15,0.10,0.96,-1.41,0.72,0.93,28.01
29380560,0.15,0.10,0.96,-1.51,0.73,0.93,27.97
29400560,0.15,0.10,0.95,-1.42,0.68,0.94,27.92
29420560,0.15,0.10,0.97,-1.41,0.70,0.93,28.01
29440560,0.15,0.10,0.96,-1.43,0.67,0.95,28.06
29460560,0.15,0.10,0.97,-1.50,0.62,0.88,27.87
29480560,0.15,0.10,0.95,-1.40,0.78,0.90,28.01
29500560,0.15,0.10,0.97,-1.38,0.70,0.93,28.01
29520560,0.15,0.10,0.96,-1.40,0.68,0.87,27.97
29540560,0.15,0.09,0.95,-1.47,0.72,0.88,28.06
29560560,0.14,0.10,0.97,-1.46,0.72,0.90,28.01
29580560,0.15,0.10,0.96,-1.38,0.70,0.95,28.06
29600560,0.15,0.10,0.95,-1.32,0.68,0.92,27.97
29620560,0.15,0.10,0.95,-1.39,0.64,0.90,28.01
29640560,0.15,0.10,0.97,-1.41,0.76,0.98,28.01
29660560,0.15,0.10,0.96,-1.46,0.74,0.91,27.97
29680560,0.15,0.10,0.96,-1.44,0.73,0.90,28.06
29700560,0.15,0.10,0.96,-1.38,0.72,0.98,27.97
29720560,0.15,0.10,0.95,-1.41,0.69,0.88,27.92
29740560,0.15,0.10,0.97,-1.42,0.68,1.06,28.01
29760560,0.15,0.10,0.96,-1.40,0.74,0.97,27.97
29780560,0.15,0.11,0.96,-1.44,0.72,0.89,28.01
29800560,0.15,0.10,0.96,-1.36,0.69,0.95,27.92
29820560,0.15,0.10,0.96,-1.46,0.73,0.95,27.97
29840560,0.15,0.10,0.96,-1.42,0.72,0.92,27.97
29860560,0.15,0.10,0.95,-1.48,0.74,0.88,28.01
29880560,0.15,0.10,0.96,-1.41,0.67,0.83,27.97
29900560,0.15,0.10,0.95,-1.49,0.66,0.97,28.06
29920560,0.16,0.10,0.97,-1.44,0.70,0.93,27.92
29940560,0.15,0.10,0.97,-1.40,0.77,0.95,28.01
29960560,0.15,0.10,0.96,-1.34,0.72,0.95,28.01
29980560,0.15,0.10,0.96,-1.47,0.63,0.86,27.97
30000560,0.15,0.10,0.97,-1.36,0.76,0.96,27.97
30020560,0.16,0.10,0.96,-1.48,0.71,0.91,28.01
30040560,0.15,0.10,0.96,-1.42,0.76,0.87,28.06
30060560,0.16,0.11,0.95,-1.52,0.68,0.96,27.97
30080560,0.15,0.11,0.97,-1.44,0.67,0.84,28.01
30100560,0.15,0.10,0.97,-1.44,0.70,0.92,28.11
30120560,0.14,0.10,0.96,-1.42,0.58,0.94,27.97
30140560,0.15,0.10,0.96,-1.37,0.70,0.86,27.92
30160560,0.15,0.10,0.96,-1.42,0.72,0.86,28.11
30180560,0.15,0.10,0.96,-1.42,0.67,0.86,28.01
30200560,0.15,0.10,0.96,-1.49,0.67,0.86,28.01
30220560,0.15,0.10,0.96,-1.40,0.73,0.96,28.01
30240560,0.15,0.10,0.97,-1.46,0.64,0.97,28.11
30260564,0.15,0.10,0.96,-1.40,0.66,0.92,28.01
30280560,0.15,0.10,0.97,-1.38,0.76,0.93,27.97
30300560,0.15,0.10,0.95,-1.46,0.69,0.91,28.01
30320564,0.15,0.11,0.95,-1.46,0.71,0.92,28.01
30340560,0.15,0.10,0.96,-1.48,0.80,0.94,27.97
30360560,0.15,0.10,0.95,-1.41,0.73,0.89,28.06
30380560,0.15,0.10,0.96,-1.42,0.69,0.88,27.92
30400560,0.15,0.10,0.96,-1.43,0.68,1.00,27.97
30420560,0.15,0.11,0.96,-1.41,0.77,0.88,27.97
30440560,0.15,0.10,0.95,-1.46,0.73,0.86,27.92
30460560,0.15,0.10,0.96,-1.47,0.74,0.90,27.97
30480560,0.15,0.10,0.96,-1.41,0.66,0.91,28.06
30500560,0.15,0.10,0.95,-1.45,0.69,0.87,28.01
30520560,0.15,0.10,0.96,-1.47,0.66,0.86,28.11
30540560,0.15,0.10,0.97,-1.44,0.66,0.89,27.97
30560560,0.15,0.10,0.96,-1.44,0.64,0.76,27.92
30580560,0.15,0.10,0.96,-1.47,0.71,0.96,28.01
30600560,0.14,0.10,0.96,-1.40,0.68,0.92,27.97
30620560,0.15,0.10,0.95,-1.45,0.69,0.87,27.87
30640560,0.15,0.11,0.96,-1.39,0.74,0.96,28.01
30660560,0.15,0.11,0.96,-1.46,0.74,0.91,28.06
30680560,0.14,0.10,0.96,-1.39,0.68,0.83,28.01
30700560,0.15,0.10,0.96,-1.41,0.78,0.94,28.01
30720560,0.15,0.10,0.96,-1.34,0.69,0.92,28.01
30740560,0.15,0.10,0.95,-1.44,0.69,0.85,28.01
30760560,0.15,0.10,0.96,-1.40,0.73,0.89,28.06
30780560,0.15,0.10,0.96,-1.40,0.71,1.04,28.01
30800560,0.15,0.10,0.96,-1.46,0.65,0.88,28.01
30820560,0.15,0.11,0.96,-1.47,0.72,0.84,28.06
30840560,0.15,0.10,0.97,-1.46,0.65,0.91,27.97
30860560,0.15,0.10,0.96,-1.45,0.63,0.90,28.01
30880560,0.15,0.10,0.96,-1.52,0.65,0.85,28.01
30900560,0.15,0.10,0.97,-1.50,0.73,0.88,27.97
30920560,0.15,0.10,0.97,-1.46,0.72,0.90,27.92
30940560,0.15,0.10,0.96,-1.48,0.65,0.94,28.01
30960560,0.15,0.10,0.96,-1.42,0.72,0.84,27.97
30980560,0.15,0.10,0.96,-1.42,0.70,0.93,28.11
31000560,0.15,0.11,0.96,-1.47,0.64,0.94,28.01
31020560,0.15,0.10,0.96,-1.38,0.68,0.86,28.06
31040560,0.15,0.09,0.95,-1.39,0.65,0.96,27.97
31060560,0.16,0.10,0.96,-1.46,0.72,0.93,28.01
31080560,0.15,0.10,0.96,-1.45,0.62,0.89,28.06
31100560,0.15,0.10,0.96,-1.43,0.74,1.01,27.97
31120560,0.15,0.11,0.96,-1.40,0.70,0.89,28.01
31140560,0.15,0.10,0.96,-1.36,0.68,0.90,28.01
31160560,0.15,0.10,0.96,-1.42,0.64,0.92,28.01
31180560,0.15,0.10,0.96,-1.40,0.73,0.93,28.06
31200560,0.15,0.11,0.96,-1.45,0.70,0.86,28.06
31220560,0.15,0.10,0.96,-1.38,0.77,0.94,28.01
31240560,0.15,0.10,0.95,-1.38,0.71,0.91,28.06
31260564,0.14,0.10,0.95,-1.42,0.68,0.96,27.97
31280560,0.15,0.10,0.96,-1.44,0.63,0.90,28.01
31300560,0.15,0.10,0.96,-1.44,0.71,0.90,28.01
31320560,0.15,0.10,0.96,-1.42,0.66,0.92,28.06
31340560,0.15,0.11,0.96,-1.45,0.67,0.88,28.11
31360560,0.15,0.10,0.97,-1.38,0.72,0.86,28.01
31380560,0.15,0.10,0.96,-1.40,0.73,0.97,28.06
31400560,0.15,0.11,0.96,-1.48,0.66,0.94,28.06
31420560,0.14,0.11,0.96,-1.45,0.72,0.94,27.92
31440560,0.15,0.10,0.96,-1.44,0.63,0.89,28.11
31460560,0.15,0.10,0.96,-1.49,0.67,0.90,27.97
31480560,0.16,0.11,0.97,-1.43,0.71,0.90,28.01
31500560,0.16,0.10,0.96,-1.40,0.70,0.81,28.01
31520560,0.15,0.10,0.96,-1.46,0.74,0.92,27.97
31540560,0.15,0.10,0.96,-1.43,0.83,0.92,27.97
31560560,0.15,0.11,0.97,-1.43,0.69,0.90,28.01
31580560,0.15,0.10,0.96,-1.43,0.73,0.88,28.01
31600560,0.15,0.10,0.96,-1.46,0.68,0.82,28.06
31620560,0.15,0.10,0.96,-1.52,0.69,1.00,28.15
31640560,0.15,0.10,0.96,-1.42,0.72,0.89,28.01
31660560,0.15,0.10,0.96,-1.45,0.67,0.87,28.01
31680560,0.15,0.10,0.96,-1.42,0.65,0.99,28.01
31700572,0.15,0.10,0.96,-1.37,0.62,0.88,28.01
31720560,0.15,0.10,0.96,-1.44,0.79,0.89,28.01
31740560,0.15,0.10,0.96,-1.52,0.69,0.85,28.11
31760560,0.14,0.10,0.95,-1.42,0.65,0.96,28.06
31780560,0.15,0.11,0.96,-1.51,0.71,0.88,28.01
31800560,0.15,0.10,0.97,-1.47,0.67,0.93,28.11
31820560,0.15,0.10,0.96,-1.38,0.66,0.86,28.06
31840560,0.15,0.10,0.96,-1.44,0.71,0.88,28.06
31860560,0.15,0.10,0.96,-1.41,0.75,0.96,28.11
31880560,0.15,0.10,0.95,-1.46,0.69,0.84,28.01
31900560,0.15,0.10,0.96,-1.45,0.66,0.92,28.06
31920560,0.15,0.10,0.96,-1.40,0.70,0.90,28.06
31940560,0.15,0.10,0.96,-1.41,0.70,0.92,28.01
31960560,0.15,0.10,0.96,-1.48,0.62,0.85,28.06
31980560,0.15,0.10,0.96,-1.50,0.71,0.94,27.87
32000560,0.15,0.10,0.96,-1.41,0.70,0.92,28.01
32020560,0.15,0.10,0.95,-1.42,0.66,0.93,27.92
32040560,0.15,0.10,0.97,-1.49,0.68,0.87,28.06
32060560,0.15,0.10,0.95,-1.46,0.72,0.89,28.11
32080560,0.15,0.10,0.95,-1.44,0.71,0.86,28.11
32100560,0.15,0.11,0.96,-1.44,0.75,0.89,27.97
32120560,0.15,0.10,0.96,-1.46,0.72,1.01,28.11
32140560,0.15,0.10,0.96,-1.48,0.71,0.87,28.01
32160560,0.15,0.10,0.96,-1.45,0.76,0.86,28.06
32180560,0.15,0.10,0.97,-1.39,0.67,0.92,28.06
32200560,0.15,0.10,0.96,-1.42,0.67,0.94,28.11
32220560,0.15,0.10,0.96,-1.42,0.60,0.90,28.06
32240560,0.15,0.10,0.96,-1.36,0.67,0.88,28.01
32260560,0.15,0.11,0.95,-1.52,0.73,0.93,28.06
32280560,0.15,0.10,0.97,-1.48,0.70,0.88,28.01
32300560,0.15,0.10,0.96,-1.44,0.64,0.90,28.01
32320560,0.15,0.10,0.97,-1.43,0.70,0.94,28.06
32340560,0.15,0.10,0.96,-1.42,0.68,0.94,27.97
32360564,0.15,0.10,0.96,-1.42,0.78,0.92,28.01
32380560,0.15,0.10,0.96,-1.49,0.68,0.92,27.97
32400560,0.15,0.10,0.95,-1.44,0.73,0.84,28.06
32420560,0.15,0.10,0.96,-1.49,0.74,0.91,28.01
32440564,0.15,0.10,0.96,-1.39,0.71,0.84,28.01
32460560,0.15,0.10,0.97,-1.42,0.73,0.92,28.06
32480560,0.15,0.11,0.97,-1.40,0.71,0.90,28.01
32500560,0.15,0.10,0.95,-1.46,0.70,0.81,28.01
32520560,0.15,0.10,0.96,-1.40,0.67,0.88,28.06
32540560,0.15,0.10,0.97,-1.45,0.71,0.90,27.97
32560560,0.15,0.10,0.96,-1.42,0.70,0.91,28.01
32580564,0.15,0.10,0.96,-1.43,0.75,0.95,27.97
32600560,0.15,0.10,0.95,-1.38,0.66,0.83,28.06
32620560,0.15,0.10,0.97,-1.41,0.70,0.88,28.01
32640560,0.15,0.11,0.96,-1.45,0.69,0.94,28.01
32660560,0.15,0.10,0.96,-1.42,0.66,0.91,28.01
32680560,0.15,0.10,0.97,-1.40,0.62,0.89,27.97
32700560,0.15,0.10,0.96,-1.38,0.67,0.96,28.06
32720560,0.15,0.10,0.97,-1.47,0.70,0.92,28.01
32740560,0.15,0.10,0.96,-1.48,0.70,0.80,27.97
32760560,0.15,0.10,0.97,-1.44,0.65,0.90,28.06
32780560,0.15,0.10,0.96,-1.42,0.68,0.96,27.92
32800560,0.15,0.10,0.95,-1.40,0.68,0.86,28.01
32820560,0.15,0.10,0.96,-1.49,0.68,0.84,28.06
32840560,0.15,0.10,0.96,-1.47,0.72,0.91,28.01
32860560,0.15,0.10,0.95,-1.48,0.71,0.92,28.01
32880560,0.14,0.10,0.96,-1.37,0.73,0.98,27.92
32900560,0.15,0.10,0.96,-1.42,0.72,0.87,28.06
32920560,0.15,0.10,0.96,-1.40,0.71,0.95,28.06
32940564,0.15,0.10,0.96,-1.55,0.65,0.84,28.01
32960560,0.14,0.10,0.95,-1.40,0.72,0.87,27.92
32980560,0.15,0.10,0.96,-1.40,0.64,1.03,27.97
33000560,0.15,0.10,0.97,-1.52,0.70,0.87,28.01
33020560,0.15,0.10,0.96,-1.39,0.72,0.92,28.01
33040560,0.15,0.10,0.97,-1.45,0.75,0.86,28.06
33060560,0.15,0.10,0.97,-1.50,0.60,0.86,28.06
33080560,0.15,0.10,0.96,-1.46,0.69,0.90,28.01
33100560,0.14,0.10,0.96,-1.48,0.71,0.92,27.97
33120560,0.15,0.10,0.96,-1.46,0.70,0.95,28.06
33140560,0.15,0.10,0.96,-1.47,0.66,0.88,28.01
33160560,0.14,0.10,0.96,-1.36,0.70,0.87,28.01
33180560,0.15,0.10,0.96,-1.47,0.65,0.92,28.01
33200560,0.15,0.10,0.95,-1.56,0.65,0.90,28.11
33220564,0.15,0.09,0.96,-1.47,0.66,0.87,28.11
33240560,0.15,0.10,0.95,-1.48,0.63,0.91,28.01
33260560,0.14,0.10,0.96,-1.38,0.77,0.91,27.97
33280560,0.15,0.10,0.95,-1.41,0.70,0.92,28.06
33300564,0.15,0.10,0.96,-1.47,0.73,0.95,28.01
33320560,0.15,0.10,0.97,-1.47,0.70,0.90,28.01
33340560,0.15,0.10,0.96,-1.40,0.68,0.91,28.06
33360560,0.15,0.10,0.96,-1.46,0.68,0.95,28.11
33380560,0.15,0.10,0.96,-1.38,0.71,0.95,28.01
33400564,0.15,0.10,0.96,-1.46,0.78,0.94,28.06
33420560,0.15,0.10,0.95,-1.44,0.67,0.84,27.97
33440560,0.15,0.10,0.97,-1.45,0.61,0.84,28.01
33460560,0.15,0.10,0.96,-1.51,0.62,0.91,28.01
33480560,0.15,0.10,0.95,-1.41,0.70,0.91,28.01
33500560,0.15,0.10,0.96,-1.42,0.70,0.97,28.15
33520560,0.15,0.10,0.96,-1.46,0.72,0.93,28.01
33540560,0.15,0.10,0.97,-1.47,0.68,0.89,28.01
33560560,0.15,0.10,0.96,-1.40,0.73,0.92,28.06
33580560,0.15,0.10,0.97,-1.36,0.65,1.03,27.97
33600560,0.14,0.10,0.96,-1.38,0.76,0.88,28.01
33620560,0.15,0.10,0.96,-1.42,0.68,0.94,28.11
33640560,0.15,0.10,0.96,-1.40,0.68,0.94,28.15
33660560,0.15,0.10,0.96,-1.44,0.66,0.86,27.97
33680560,0.15,0.11,0.96,-1.50,0.67,0.95,28.01
33700560,0.15,0.10,0.96,-1.49,0.74,0.90,28.11
33720560,0.15,0.10,0.96,-1.44,0.72,0.92,28.06
33740560,0.16,0.10,0.97,-1.43,0.58,0.88,27.97
33760560,0.15,0.10,0.96,-1.43,0.70,0.91,28.01
33780560,0.15,0.11,0.97,-1.55,0.73,0.91,28.01
33800560,0.15,0.10,0.96,-1.44,0.66,0.90,28.06
33820560,0.16,0.10,0.96,-1.39,0.66,0.93,28.01
33840560,0.15,0.10,0.95,-1.49,0.67,0.94,28.11
33860560,0.15,0.10,0.95,-1.39,0.75,0.87,28.06
33880560,0.15,0.10,0.95,-1.44,0.67,0.85,28.11
33900560,0.16,0.10,0.96,-1.43,0.73,0.91,28.01
33920560,0.15,0.10,0.96,-1.51,0.73,0.84,27.97
33940560,0.15,0.10,0.96,-1.36,0.74,0.92,28.01
33960564,0.15,0.10,0.96,-1.46,0.70,0.87,28.11
33980560,0.15,0.10,0.97,-1.44,0.69,0.92,28.11
34000560,0.15,0.10,0.96,-1.42,0.71,0.94,27.92
34020560,0.15,0.10,0.96,-1.52,0.70,0.89,28.06
34040560,0.15,0.10,0.96,-1.46,0.62,0.93,28.01
34060560,0.15,0.10,0.96,-1.50,0.67,0.94,27.92
34080560,0.15,0.10,0.96,-1.42,0.66,0.92,28.06
34100560,0.15,0.10,0.95,-1.45,0.74,0.89,28.01
34120560,0.15,0.10,0.96,-1.46,0.72,0.92,28.11
34140560,0.16,0.10,0.97,-1.46,0.68,0.89,28.06
34160560,0.15,0.10,0.96,-1.44,0.70,0.90,28.11
34180560,0.15,0.11,0.96,-1.49,0.65,0.87,28.01
34200560,0.15,0.10,0.95,-1.43,0.70,0.95,28.06
34220560,0.15,0.10,0.96,-1.44,0.64,0.91,28.06
34240560,0.15,0.10,0.95,-1.41,0.68,0.91,28.01
34260560,0.15,0.10,0.96,-1.40,0.69,0.93,28.01
34280560,0.15,0.10,0.95,-1.41,0.73,0.95,27.97
34300560,0.15,0.10,0.97,-1.44,0.76,0.90,28.11
34320560,0.15,0.10,0.96,-1.46,0.77,0.89,27.92
34340560,0.16,0.10,0.96,-1.44,0.72,0.87,28.06
34360560,0.15,0.10,0.96,-1.46,0.66,0.94,28.06
34380560,0.15,0.11,0.96,-1.46,0.66,0.96,28.01
34400560,0.15,0.10,0.96,-1.43,0.70,0.90,28.06
34420560,0.15,0.10,0.96,-1.48,0.66,0.93,28.06
34440560,0.15,0.10,0.96,-1.45,0.77,0.85,28.01
34460560,0.16,0.10,0.97,-1.44,0.68,0.82,28.11
34480560,0.16,0.10,0.96,-1.53,0.63,0.93,28.11
34500560,0.15,0.10,0.96,-1.53,0.73,0.86,28.06
34520560,0.15,0.10,0.96,-1.41,0.63,0.85,28.06
34540560,0.15,0.11,0.96,-1.44,0.76,0.96,28.01
34560560,0.15,0.10,0.95,-1.42,0.72,0.84,28.01
34580560,0.15,0.11,0.96,-1.43,0.68,0.84,28.06
34600560,0.15,0.11,0.96,-1.35,0.72,0.84,28.11
34620560,0.15,0.10,0.96,-1.44,0.66,0.90,28.01
34640564,0.15,0.10,0.96,-1.41,0.71,0.89,28.06
34660560,0.15,0.10,0.96,-1.46,0.74,0.92,28.06
34680560,0.14,0.11,0.96,-1.50,0.74,0.95,28.06
34700560,0.15,0.10,0.96,-1.43,0.74,0.88,28.01
34720560,0.15,0.10,0.96,-1.41,0.70,0.85,27.92
34740560,0.16,0.10,0.96,-1.42,0.64,0.88,27.97
34760560,0.14,0.10,0.96,-1.45,0.65,0.95,28.11
34780560,0.16,0.10,0.96,-1.43,0.62,0.86,28.01
34800560,0.15,0.10,0.96,-1.53,0.69,0.86,27.97
34820560,0.15,0.10,0.97,-1.42,0.73,0.93,28.06
34840560,0.15,0.10,0.96,-1.52,0.71,0.95,28.11
34860560,0.15,0.10,0.96,-1.47,0.61,0.87,28.06
34880560,0.15,0.10,0.96,-1.40,0.71,0.90,28.01
34900560,0.15,0.10,0.97,-1.50,0.70,0.94,28.01
34920560,0.14,0.10,0.96,-1.47,0.68,0.95,28.01
34940560,0.15,0.10,0.97,-1.42,0.66,0.90,28.11
34960560,0.15,0.10,0.96,-1.44,0.71,0.84,28.06
34980560,0.15,0.10,0.95,-1.45,0.69,0.89,27.97
35000560,0.15,0.10,0.96,-1.46,0.64,0.94,28.11
35020560,0.15,0.10,0.95,-1.42,0.72,0.87,27.97
35040560,0.15,0.10,0.95,-1.43,0.79,0.90,28.06
35060560,0.15,0.10,0.96,-1.34,0.74,0.92,28.01
35080560,0.15,0.10,0.96,-1.50,0.71,0.89,28.11
35100560,0.15,0.11,0.96,-1.50,0.64,0.90,28.15
35120560,0.15,0.10,0.96,-1.44,0.67,0.92,28.01
35140560,0.15,0.10,0.96,-1.39,0.63,0.90,28.11
35160560,0.15,0.10,0.97,-1.54,0.69,0.88,28.06
35180560,0.15,0.10,0.96,-1.47,0.71,0.93,28.11
35200560,0.15,0.10,0.96,-1.42,0.68,0.92,28.11
35220560,0.15,0.10,0.96,-1.39,0.65,0.94,28.15
35240564,0.15,0.11,0.96,-1.48,0.70,0.89,28.06
35260560,0.15,0.11,0.96,-1.43,0.72,0.90,28.01
35280560,0.15,0.11,0.96,-1.52,0.71,0.87,28.06
35300560,0.15,0.10,0.95,-1.43,0.72,0.94,27.97
35320560,0.15,0.10,0.95,-1.52,0.70,0.87,28.11
35340560,0.15,0.11,0.95,-1.43,0.67,0.89,28.11
35360564,0.14,0.10,0.95,-1.40,0.64,0.86,28.06
35380560,0.15,0.11,0.96,-1.44,0.66,0.88,28.06
35400560,0.15,0.10,0.96,-1.42,0.74,0.92,28.11
35420560,0.15,0.10,0.95,-1.37,0.78,0.86,28.11
35440560,0.15,0.10,0.95,-1.40,0.71,0.90,28.06
35460560,0.15,0.10,0.95,-1.44,0.62,0.85,28.01
35480560,0.15,0.10,0.96,-1.46,0.69,0.93,28.01
35500560,0.15,0.11,0.96,-1.45,0.65,0.90,28.01
35520560,0.15,0.10,0.96,-1.44,0.75,0.92,28.06
35540560,0.15,0.11,0.96,-1.44,0.71,0.94,28.01
35560560,0.15,0.10,0.96,-1.49,0.69,0.92,28.11
35580560,0.15,0.10,0.96,-1.56,0.74,0.87,28.06
